LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_6,default
130000,0,0,0,0,0,0
180000,0,0,0,0,0,0
240000,0,0,0,0,0,0
50000,0,0,0,0,0,0
100000,2,2,2,2,2,1
80000,0,0,3,2,0,0
10000,3,2,2,2,4,1
50000,0,0,0,0,0,0
80000,2,2,2,0,2,1
40000,2,2,2,2,2,1
90000,2,2,0,0,0,1
170000,0,0,0,0,0,0
50000,0,0,0,0,0,0
10000,3,2,2,7,7,1
70000,1,2,0,0,0,0
20000,0,0,0,0,-1,0
120000,0,0,0,0,2,0
110000,0,0,0,0,0,0
50000,2,2,4,3,2,1
110000,0,0,2,0,0,0
50000,1,2,0,0,0,0
360000,3,2,2,2,2,1
20000,3,4,3,2,2,1
180000,0,0,0,0,0,1
100000,0,0,0,0,0,0
20000,1,2,0,0,0,1
150000,2,2,2,0,0,0
60000,0,0,0,0,-1,0
80000,2,2,0,0,0,1
60000,2,3,2,2,2,1
20000,2,0,0,0,0,1
110000,0,0,0,0,0,1
100000,1,2,0,0,0,0
280000,0,0,0,-2,-2,0
130000,0,0,0,0,0,0
50000,0,0,0,0,0,0
60000,0,0,0,0,0,0
70000,0,0,0,0,0,0
240000,0,0,0,0,-2,1
310000,2,0,0,0,2,1
20000,0,0,0,0,0,0
50000,0,0,0,0,-2,0
50000,1,2,2,2,0,0
130000,0,0,0,0,0,0
230000,0,0,0,0,0,0
380000,1,-2,-1,-1,-1,0
160000,0,0,0,0,0,0
20000,0,0,2,0,0,0
150000,0,0,0,0,0,1
90000,-1,-1,-1,-1,-1,0
400000,-2,-2,-2,-2,-2,0
70000,0,0,0,0,0,0
50000,2,2,2,2,2,0
30000,1,-2,-1,0,0,0
20000,0,0,0,0,0,0
20000,0,0,0,2,3,1
130000,-2,-2,-2,-2,-2,1
80000,0,0,0,0,0,0
360000,-2,-2,-2,-2,-2,1
120000,-1,0,0,-2,-2,0
200000,0,0,0,0,0,0
150000,-2,-2,-2,-2,-2,0
50000,0,0,0,0,0,0
170000,1,2,0,0,0,1
230000,0,-1,-1,-1,-1,0
50000,0,0,0,0,0,1
280000,0,0,0,0,0,0
50000,0,0,0,0,-2,0
30000,2,3,2,2,0,0
360000,-2,-2,-2,-2,0,0
400000,-2,-2,-2,-2,-2,1
80000,0,0,0,0,0,0
150000,0,0,0,0,0,0
260000,0,0,0,0,0,0
110000,0,0,0,0,0,0
50000,0,0,0,0,0,0
300000,-1,-1,-1,-1,-1,0
20000,2,0,0,2,0,1
290000,2,0,0,0,0,1
120000,-1,-1,-1,-1,-1,0
20000,-1,-1,-1,-1,-2,0
360000,-2,-2,-2,-1,-2,1
150000,-1,-1,-1,-1,-1,0
100000,2,2,0,0,0,1
170000,0,0,0,0,0,0
200000,1,-2,-1,-1,-2,1
60000,-1,-1,-1,-1,-1,1
80000,0,0,0,0,0,0
40000,1,2,0,0,0,0
50000,1,2,0,0,0,1
50000,2,2,0,0,0,1
40000,-1,-1,-1,0,0,0
120000,2,3,3,3,4,0
200000,1,2,3,2,2,1
30000,0,0,2,0,-2,0
260000,0,0,-1,-1,0,0
390000,0,0,2,0,0,0
140000,2,2,0,0,0,1
150000,6,5,4,3,2,0
30000,0,0,0,0,0,0
90000,0,0,0,0,0,0
150000,0,0,0,0,0,0
30000,0,-1,-1,2,0,0
200000,0,0,0,0,0,0
30000,-2,-2,-2,-2,-2,0
30000,0,0,0,0,2,1
50000,0,0,0,0,0,0
310000,0,0,0,0,0,0
500000,1,-1,-1,-1,0,0
500000,-2,-2,-2,-2,-2,0
300000,-1,0,0,0,0,0
430000,0,0,0,0,0,0
30000,0,0,-1,2,-1,0
30000,0,0,0,2,0,0
200000,-2,-2,-2,-2,0,0
130000,0,0,0,0,0,0
120000,-1,-1,-1,-1,-2,0
170000,0,0,0,-1,-2,0
210000,-1,-1,-1,-1,-1,0
130000,0,0,0,0,-2,0
420000,0,0,0,0,0,0
180000,0,0,0,0,0,0
240000,0,0,0,0,0,0
100000,1,2,0,0,2,1
130000,0,0,0,0,0,0
20000,1,2,3,2,2,1
50000,0,0,0,0,0,0
70000,0,0,0,0,0,0
30000,-1,-1,-1,-1,-1,0
50000,0,0,0,0,0,1
500000,0,0,0,0,0,0
200000,-1,-1,-1,-1,-1,0
120000,2,2,3,2,3,1
200000,-1,0,0,-1,0,0
150000,1,2,0,0,0,1
100000,1,2,2,-2,-2,0
50000,0,0,0,0,2,0
50000,3,2,2,2,2,1
50000,0,0,0,0,2,1
550000,0,0,0,0,0,0
30000,1,-1,0,0,0,0
150000,-1,-1,-1,0,-1,0
140000,0,0,0,2,2,0
50000,0,0,0,0,0,0
160000,0,0,0,0,0,0
50000,0,0,-1,0,0,0
50000,0,0,0,0,0,0
110000,-2,-2,-2,-2,-2,0
50000,2,2,2,2,0,1
350000,1,2,0,0,0,0
70000,0,0,0,0,0,0
210000,1,-2,-1,-1,-1,0
180000,0,0,0,0,-1,0
30000,0,0,0,2,0,0
630000,0,0,0,0,0,0
220000,0,0,0,0,0,0
280000,0,0,0,0,0,0
340000,0,0,0,0,0,0
180000,2,-1,-1,-1,-1,1
250000,-2,-2,-2,-2,-1,0
20000,1,3,2,2,2,1
140000,0,0,0,0,0,0
130000,2,0,0,2,2,1
120000,0,0,0,0,0,0
360000,1,-2,-2,-2,-2,0
240000,0,0,0,0,0,0
310000,-2,-2,-2,-2,-2,0
100000,2,2,2,2,2,1
200000,-2,-2,-2,-2,-2,0
80000,2,2,2,2,2,0
210000,-2,-2,-2,-2,-2,0
180000,-2,-2,-2,-2,-2,0
70000,0,0,0,0,0,0
60000,0,0,0,0,0,0
200000,-1,-1,-1,-1,-1,0
50000,-1,-1,0,0,0,0
50000,1,2,-1,3,0,1
70000,0,0,0,2,0,0
130000,0,0,0,0,-1,0
140000,-2,-2,-2,-2,-2,0
350000,0,0,0,0,0,0
150000,0,-1,0,0,-2,0
50000,0,0,0,0,0,0
50000,0,0,0,-2,-2,0
30000,0,0,0,0,0,0
20000,0,0,0,0,0,0
50000,0,0,0,0,0,0
30000,2,2,2,2,2,1
230000,-1,-1,-1,2,-1,0
70000,2,2,0,-1,0,1
30000,0,0,0,0,2,0
150000,0,0,2,0,0,0
40000,-1,0,0,0,0,0
250000,0,0,0,0,0,0
200000,1,2,2,0,2,0
190000,1,-1,-1,2,-1,0
390000,0,-1,0,0,0,0
20000,0,0,2,0,0,1
200000,0,0,0,0,0,0
60000,0,0,0,0,0,0
30000,0,0,0,2,0,0
230000,-2,-1,0,0,0,0
130000,0,0,0,0,0,0
140000,0,0,0,0,0,1
360000,1,-2,-2,-2,-2,0
20000,3,2,2,2,0,1
100000,-1,-1,-1,-1,0,0
210000,1,-2,-2,-2,-2,0
50000,-1,-1,-1,-1,-1,0
380000,0,0,0,0,0,0
50000,0,0,0,0,0,0
200000,-2,-2,-2,-2,-2,0
50000,0,0,0,0,0,0
150000,0,0,0,0,0,0
30000,0,0,0,0,-2,1
30000,1,2,0,0,0,1
110000,0,0,0,0,0,0
30000,0,0,0,0,2,0
130000,1,-2,-2,-2,-2,0
260000,2,2,0,0,0,1
30000,2,2,2,2,2,1
220000,0,0,0,0,0,0
120000,0,0,0,-1,0,1
100000,0,0,0,2,0,0
100000,0,0,0,0,0,1
70000,0,0,0,-1,0,1
20000,1,2,0,0,0,1
320000,-1,2,0,0,0,0
210000,0,0,0,0,0,0
90000,0,0,0,0,0,0
120000,0,0,0,0,2,0
360000,0,0,0,0,-2,0
140000,0,0,0,0,0,0
300000,-1,-1,-1,-1,0,0
90000,2,-1,2,-1,-1,1
170000,1,-1,-1,-1,-2,1
190000,0,0,0,0,0,0
140000,-1,-1,-1,-1,0,1
200000,0,0,0,0,2,0
500000,0,0,-2,-1,0,0
300000,-1,-1,-1,-1,0,0
180000,0,0,0,0,0,0
360000,-1,-1,-1,-1,-1,0
90000,0,0,0,0,0,0
150000,-2,-2,-2,-2,-2,0
500000,0,0,0,0,0,0
80000,0,0,0,0,0,0
10000,1,2,-1,2,0,1
180000,-1,-1,-1,-1,-1,0
150000,0,0,0,0,0,0
80000,-1,-1,-1,-1,-1,0
60000,1,2,0,0,2,1
240000,-1,-1,-1,-1,-1,0
50000,-1,-1,0,0,0,0
230000,0,0,0,0,0,0
40000,0,0,0,0,0,0
250000,3,2,2,-2,-2,1
50000,1,2,2,2,0,0
120000,2,2,2,2,3,1
50000,2,2,2,2,2,1
60000,0,0,0,0,0,0
160000,0,0,0,0,0,0
50000,0,0,0,0,-2,1
400000,-1,2,2,-2,0,0
50000,0,0,0,0,0,0
100000,0,-1,-1,0,-1,0
100000,0,0,0,0,0,0
360000,-1,0,0,-1,0,0
30000,0,0,0,0,0,0
50000,0,0,0,0,0,0
80000,2,0,0,0,0,1
150000,-1,-1,-1,-1,0,0
10000,2,2,2,0,0,0
200000,0,0,0,0,0,0
30000,-1,-1,2,-1,-1,0
220000,0,0,0,0,0,0
180000,0,0,0,0,0,0
220000,0,0,0,0,0,0
220000,-2,-2,-2,-1,-1,0
390000,0,0,0,0,0,0
350000,1,-2,-2,-2,0,0
560000,0,0,0,0,0,1
240000,0,0,0,0,0,1
410000,0,0,0,0,0,0
90000,1,-2,-2,-2,-2,1
30000,0,0,0,2,0,0
40000,1,2,2,2,2,1
60000,0,0,0,0,0,0
390000,0,0,0,0,0,0
130000,0,0,0,0,0,0
90000,3,2,2,2,0,1
300000,0,0,0,0,0,0
220000,0,0,0,0,0,0
20000,0,0,3,3,2,0
140000,0,0,0,0,0,0
150000,0,0,0,0,0,0
120000,0,0,0,0,0,0
200000,1,2,0,0,0,0
20000,0,0,0,0,0,1
110000,2,2,2,2,2,1
290000,0,0,0,0,0,0
210000,0,0,0,0,0,0
370000,-2,-1,0,0,2,0
80000,0,0,0,0,0,0
200000,-2,-2,-2,-2,-2,0
180000,-1,-1,-1,-1,-2,0
260000,0,0,0,0,0,0
50000,0,0,2,2,0,1
150000,-1,-1,-1,-1,-1,0
190000,0,0,0,0,0,0
160000,-1,-1,-1,-1,-1,0
180000,0,0,0,0,0,0
130000,0,0,0,0,0,0
30000,0,0,2,2,2,0
100000,1,2,2,2,0,1
20000,1,2,0,0,2,1
100000,-1,-1,-1,-1,-1,0
20000,0,0,0,0,-1,0
20000,2,0,0,2,2,1
20000,0,0,0,0,0,0
50000,2,0,0,0,2,1
110000,2,2,0,0,2,1
60000,0,0,0,0,0,1
50000,1,2,0,0,-2,0
200000,2,2,0,0,2,1
360000,-2,-2,-2,-2,-2,0
110000,0,0,0,0,0,0
230000,-1,-1,0,0,0,0
180000,0,0,-1,-1,-2,0
180000,-2,-1,-1,-2,-2,0
50000,0,0,0,0,0,0
570000,-2,-2,-2,-2,-2,0
30000,1,2,2,2,2,0
140000,-1,-1,-1,-1,-1,0
50000,0,0,0,0,0,1
50000,0,0,2,2,0,1
120000,1,-2,-1,-1,-1,1
120000,-1,-1,-1,-1,-1,1
50000,-2,-2,-2,-2,-2,0
180000,-1,-1,-1,-1,-2,0
80000,0,0,-2,-2,-2,0
300000,-2,-2,-2,-2,-2,0
80000,-1,-1,-2,-2,-2,0
70000,2,0,0,0,0,1
320000,0,0,0,0,0,0
500000,0,0,0,0,0,0
250000,-1,-1,-1,-1,0,0
230000,0,0,0,-1,-1,0
80000,0,0,0,0,0,0
170000,2,-1,2,-1,-1,1
110000,0,0,0,0,0,0
240000,0,0,-2,-2,-1,0
150000,0,0,0,0,0,0
90000,0,0,0,0,0,0
100000,2,0,0,0,0,1
30000,2,2,0,0,0,1
80000,2,0,0,-2,-2,1
260000,-1,-1,-1,0,0,1
200000,-1,-1,-1,-1,-1,0
20000,2,3,2,2,2,1
160000,-1,2,-1,-1,-1,1
70000,1,2,2,2,2,0
20000,0,0,0,0,0,0
200000,-1,-1,-1,-1,-2,0
440000,0,0,0,0,0,0
20000,4,3,2,2,0,0
110000,0,0,0,0,0,0
130000,0,0,0,0,0,0
50000,0,0,0,0,2,0
290000,-2,-2,-2,-1,0,1
480000,-1,0,0,-1,0,0
310000,-2,-2,-2,-2,-2,0
30000,0,0,0,0,0,1
500000,1,-1,-1,-2,-1,0
80000,0,0,2,0,2,0
100000,0,0,0,0,0,0
70000,0,0,0,0,0,0
210000,0,0,0,0,0,0
180000,-1,-1,-1,-1,-2,0
50000,0,0,0,2,0,0
60000,0,0,0,0,0,0
50000,-1,-1,-1,-1,-1,0
70000,1,2,0,0,0,0
50000,0,0,0,0,0,0
350000,-1,-1,-1,-1,-1,0
170000,0,0,0,0,0,0
180000,1,2,2,0,2,0
220000,0,0,0,-1,0,0
80000,2,2,2,2,2,1
360000,0,0,0,0,0,0
500000,-1,-1,-1,-1,-1,0
410000,0,0,0,0,0,0
80000,-1,3,2,-1,0,1
180000,2,2,2,2,2,1
280000,-1,-1,-1,-1,-1,0
20000,-1,-1,-1,-1,-1,0
30000,3,2,2,2,0,1
200000,-1,-1,-2,-2,-1,0
180000,-1,-1,2,2,0,1
140000,2,0,0,0,0,0
130000,0,0,0,2,0,0
20000,0,0,-2,-2,0,0
120000,-1,2,-1,-1,-1,1
50000,0,0,0,0,0,0
310000,-1,0,0,0,0,0
420000,0,0,0,0,0,0
60000,0,0,0,0,0,0
140000,1,-2,-2,-2,-2,0
80000,2,2,2,2,4,1
220000,0,0,0,0,0,0
360000,0,0,0,-2,-2,0
290000,0,0,0,0,0,0
260000,1,2,0,0,0,0
170000,0,0,0,0,0,0
200000,-2,-2,-2,-2,-2,1
140000,0,0,0,0,0,0
170000,0,0,0,0,0,0
220000,0,0,0,0,0,0
230000,-1,-1,-2,-1,0,1
360000,-1,-1,-1,-2,-1,0
340000,0,0,0,0,0,0
360000,-2,-2,-2,-2,-2,1
90000,0,0,0,0,0,0
130000,2,2,2,2,2,1
80000,-1,-1,-1,-1,-1,1
400000,0,-1,-1,-1,0,0
240000,0,0,-1,-1,-1,0
10000,1,2,2,2,2,1
240000,-1,-1,0,0,0,0
130000,-1,-1,-1,-1,-1,0
20000,0,0,2,2,0,0
80000,0,0,0,0,0,0
250000,0,0,0,0,-1,0
30000,1,4,4,3,2,0
280000,0,-1,0,0,0,0
290000,-2,-2,-1,2,0,0
500000,-1,0,-1,-1,0,0
80000,1,2,0,0,0,0
120000,0,0,0,0,0,0
80000,0,0,0,0,0,0
210000,0,0,0,0,0,0
100000,2,2,2,2,0,1
210000,1,-2,-1,-1,-1,0
500000,0,0,0,0,0,0
230000,0,0,0,0,0,0
110000,0,0,0,0,0,0
210000,0,0,0,0,0,0
320000,-1,0,0,0,0,0
140000,0,0,-1,-1,-1,0
40000,0,0,0,0,0,0
280000,2,-1,0,0,0,0
220000,0,0,0,0,0,0
250000,0,0,0,-1,0,0
70000,0,0,0,0,0,0
70000,0,0,0,0,0,0
300000,-1,-1,-1,-1,-1,1
50000,0,0,0,0,0,0
70000,0,0,0,0,0,0
50000,0,0,0,0,0,0
250000,2,0,0,0,0,1
120000,0,0,0,0,0,0
70000,2,2,2,2,2,1
440000,0,0,0,0,0,0
280000,0,0,0,0,0,0
360000,0,0,0,0,0,0
150000,-2,-2,-2,-1,-1,0
300000,-2,-2,-2,-2,-2,1
20000,1,2,2,2,0,0
380000,0,0,0,-2,-2,0
340000,0,0,0,-1,0,0
210000,0,0,0,0,0,0
60000,2,0,0,2,0,1
130000,0,0,0,0,-1,0
340000,0,0,0,0,0,0
170000,-1,0,0,0,0,0
360000,-1,-1,2,-1,-1,0
60000,2,2,2,2,2,0
360000,-1,-1,-1,-1,-2,0
280000,0,0,0,0,0,0
240000,-1,-1,2,-1,-1,0
120000,-1,-1,-2,-1,0,0
90000,0,0,2,0,0,0
100000,0,0,0,0,0,0
410000,1,-2,-2,-2,-2,0
190000,2,0,0,0,0,0
220000,0,0,0,2,0,0
90000,2,2,2,2,2,1
120000,0,0,0,0,0,0
10000,3,2,2,2,2,1
500000,0,0,0,0,0,0
120000,-1,-1,0,0,0,0
120000,0,0,2,0,0,0
220000,-1,-1,-1,2,-2,1
240000,-1,-1,-1,2,0,0
150000,1,-1,-1,-1,-2,0
500000,-1,-1,-1,-1,-1,0
150000,-1,-1,-2,-2,-2,0
60000,0,0,0,0,0,0
30000,2,2,2,2,0,1
320000,0,0,0,0,0,0
470000,-2,-2,-2,-2,-2,0
440000,0,-1,-1,-2,0,0
50000,0,0,2,2,2,0
220000,0,0,0,0,-2,0
360000,1,-2,-2,-1,-1,0
90000,-2,-2,-2,-2,-2,0
50000,2,2,2,0,0,1
50000,0,0,0,0,0,0
290000,1,2,2,2,0,0
350000,0,0,0,0,0,1
110000,1,2,0,0,2,0
40000,0,0,2,2,0,1
50000,1,-2,-2,-2,-2,1
110000,-1,2,2,-1,-1,0
360000,-1,-1,2,2,-2,0
200000,-1,3,2,-1,-1,1
140000,0,0,0,0,0,0
80000,1,-2,-2,-2,-2,1
260000,0,0,-2,-2,0,0
340000,-1,-1,-1,-1,0,1
30000,1,2,2,2,2,1
30000,2,2,2,2,3,0
440000,0,0,0,0,0,0
10000,-1,2,2,2,2,0
230000,0,0,0,0,0,0
50000,-1,-1,-2,-2,-2,0
150000,0,0,0,0,0,0
330000,0,0,0,0,0,0
370000,-1,0,-1,-1,-2,0
130000,0,0,0,0,0,0
10000,3,2,2,7,7,1
360000,0,0,0,0,0,0
20000,1,-2,-2,-2,-2,1
180000,0,0,0,0,0,0
80000,0,0,0,0,0,0
50000,2,0,0,0,0,1
150000,1,2,0,0,0,0
30000,1,3,2,2,2,0
50000,0,0,0,0,-1,0
20000,0,0,0,0,-1,0
130000,0,0,0,0,0,0
320000,0,0,0,0,0,0
300000,-2,-2,-2,-2,-2,0
330000,0,0,0,0,0,0
50000,0,0,0,0,0,0
70000,0,0,0,0,0,0
70000,0,0,0,0,0,0
100000,0,0,0,0,0,0
110000,2,2,2,0,2,1
100000,2,2,2,0,0,1
160000,1,-2,-1,2,-2,0
70000,0,0,0,0,0,0
60000,4,4,4,5,3,0
80000,0,0,0,0,0,0
100000,-1,-1,3,2,-1,0
230000,1,-2,-2,-2,-2,1
60000,0,0,-1,-1,0,0
160000,-1,-1,-1,-1,-1,0
30000,0,0,0,0,-2,1
310000,2,2,2,2,2,0
60000,0,0,0,0,0,0
50000,2,3,2,2,0,0
140000,2,0,0,0,0,0
20000,-1,2,-1,-1,-1,0
10000,1,-2,-2,-1,0,0
80000,-1,0,0,-1,0,0
50000,0,0,0,0,0,0
160000,2,0,0,0,0,1
500000,1,-2,-2,-2,-2,0
470000,1,2,0,0,0,0
210000,-1,-1,-1,-1,-1,0
50000,-1,-1,2,0,-2,1
30000,2,0,0,0,0,1
50000,0,0,0,0,0,0
80000,0,0,0,0,0,0
30000,2,2,2,2,2,1
80000,0,0,0,0,0,0
150000,-2,-2,-2,-2,-2,0
170000,0,0,0,0,0,0
220000,-2,-2,-2,-2,-2,0
30000,2,0,0,2,2,1
100000,-1,-1,-1,-1,-1,0
10000,3,2,2,3,3,1
140000,-1,-1,-1,-1,-1,1
50000,1,2,2,2,2,0
20000,0,0,0,2,0,0
10000,1,2,2,2,2,1
50000,0,0,0,0,0,0
10000,1,-1,0,0,0,0
30000,0,0,0,0,0,0
50000,0,0,0,0,0,0
100000,0,0,0,0,0,1
20000,0,0,0,0,-1,0
20000,0,0,0,-2,-2,0
100000,0,0,-1,-1,-1,0
50000,1,2,0,0,0,1
100000,-1,0,0,0,0,0
30000,2,0,0,0,2,1
50000,0,0,0,0,0,1
50000,-2,-2,-2,-2,-2,1
50000,0,0,0,0,0,0
50000,0,0,0,0,0,0
50000,0,0,0,0,0,0
50000,0,0,0,0,0,0
380000,0,0,0,0,0,0
50000,2,0,0,2,0,1
30000,2,4,3,2,0,0
150000,-1,-1,-1,-1,-2,0
180000,0,0,0,0,0,0
80000,0,0,0,0,0,1
110000,2,2,2,2,2,1
30000,0,0,0,0,0,0
110000,0,0,2,0,2,1
280000,0,-1,-1,-1,-2,0
10000,0,0,-1,0,0,1
10000,-1,-1,-1,-1,-1,0
20000,2,2,2,2,2,0
170000,0,0,0,0,-1,0
20000,3,3,2,0,0,1
130000,0,0,0,0,0,0
200000,2,2,2,2,2,1
250000,0,0,0,0,0,0
80000,0,0,0,0,2,0
180000,-1,0,0,0,0,0
120000,0,0,0,0,0,0
20000,1,2,2,2,0,0
150000,0,0,0,0,0,0
190000,-1,0,0,0,0,0
210000,0,0,0,0,0,0
180000,0,0,0,0,0,0
50000,0,0,0,0,2,0
140000,0,0,0,0,0,0
80000,-2,-2,-2,-2,-2,0
80000,0,0,0,0,0,1
80000,2,0,0,0,-2,0
20000,0,0,0,0,0,0
10000,3,2,2,7,6,1
30000,1,3,2,2,2,1
240000,-1,-1,-1,-1,-1,0
50000,1,-1,0,0,0,0
90000,-1,2,-1,0,0,1
60000,-1,0,0,0,0,0
100000,0,0,0,0,0,1
120000,-1,-1,-1,-1,0,0
10000,0,0,0,0,0,0
70000,1,2,2,2,2,1
60000,0,0,0,0,0,0
130000,0,0,-2,-2,-2,0
30000,3,2,2,7,7,1
360000,-1,-1,-1,-1,-1,0
80000,0,0,-1,-1,-1,0
20000,0,0,0,0,0,0
50000,0,0,0,2,0,0
80000,1,-2,-2,-2,-2,1
150000,-1,-1,-1,-1,-2,0
60000,0,0,0,0,0,0
220000,0,0,0,0,0,0
10000,0,0,0,0,0,0
50000,2,0,0,0,0,0
50000,0,0,0,0,0,0
220000,0,0,0,0,0,0
450000,1,-2,-2,-2,-2,0
240000,1,2,2,0,2,0
500000,0,0,0,0,0,0
170000,0,0,0,0,0,0
100000,2,0,0,0,2,1
60000,-1,-1,2,0,-1,0
200000,-1,-1,-1,-1,0,0
200000,2,0,0,0,0,1
20000,0,0,0,0,2,0
40000,1,3,2,0,0,1
110000,0,0,0,0,0,0
10000,0,0,0,0,0,0
100000,0,0,0,0,0,0
50000,1,2,2,-2,-2,0
30000,0,0,0,0,-1,0
30000,1,-2,-2,-2,-1,0
50000,3,2,2,4,4,0
20000,1,2,0,0,0,1
50000,0,0,0,0,-2,0
60000,2,2,2,0,0,1
50000,-1,-1,2,0,-1,1
130000,2,2,2,2,0,1
20000,0,0,2,2,0,1
100000,2,0,0,0,0,1
20000,0,0,0,0,0,1
150000,0,0,0,0,0,0
70000,0,0,0,0,0,0
250000,0,0,0,0,0,0
50000,2,2,3,2,2,1
90000,0,0,0,0,0,1
90000,0,0,0,0,0,0
120000,2,2,2,2,2,1
240000,0,0,-2,-2,-2,0
50000,0,0,0,0,0,1
100000,2,2,2,2,3,1
390000,0,0,0,0,0,0
50000,2,0,0,0,0,1
40000,2,2,2,2,2,1
190000,0,0,0,0,0,0
10000,3,2,2,3,3,1
10000,0,0,2,0,0,0
180000,-1,-1,-1,-1,-1,0
230000,0,0,0,0,0,0
20000,0,0,0,2,0,0
230000,2,0,0,0,2,1
200000,0,0,0,0,0,0
470000,0,0,0,0,0,0
150000,0,0,0,0,0,0
70000,0,0,0,0,0,0
50000,0,0,0,0,0,0
80000,0,0,-1,0,0,0
330000,0,0,0,0,0,0
140000,0,0,0,0,0,0
70000,2,2,2,2,2,1
280000,0,0,0,0,0,0
150000,0,0,0,0,0,0
80000,0,0,0,0,0,0
120000,0,0,2,2,0,1
50000,0,0,0,0,2,0
230000,0,0,0,0,2,0
160000,1,-2,-2,-2,-1,0
50000,0,0,0,0,0,0
100000,0,0,0,0,0,0
200000,2,3,2,2,2,1
170000,1,2,0,0,0,0
50000,0,0,0,0,0,0
200000,-2,-2,-2,-2,-2,0
200000,-1,-1,-1,-1,-2,0
50000,0,0,0,0,0,0
50000,0,0,0,0,0,0
300000,-1,-1,-2,-2,-2,0
130000,0,0,0,0,0,0
80000,2,2,2,2,2,1
120000,0,0,0,2,0,0
140000,0,0,0,0,0,1
220000,0,0,0,0,0,0
70000,0,0,0,0,0,1
20000,0,0,0,0,0,0
200000,1,-1,-1,-1,-1,0
20000,1,2,2,2,2,1
510000,0,0,0,0,0,0
450000,-1,2,-1,2,-1,0
50000,0,0,0,0,0,0
120000,0,0,0,0,-2,0
50000,1,-2,-2,-2,-2,1
280000,0,0,0,-2,-2,0
30000,4,3,2,2,2,1
20000,1,2,0,0,2,0
80000,0,0,0,0,0,0
120000,0,0,0,0,0,0
370000,0,0,0,0,0,0
50000,0,0,0,0,0,0
20000,0,0,0,0,0,0
160000,0,0,0,0,0,0
170000,0,0,0,0,0,0
100000,0,0,0,0,-2,0
210000,-1,-1,-1,-1,-1,0
100000,0,0,0,0,-1,0
230000,0,0,0,0,0,1
240000,-1,3,2,-1,0,0
240000,0,0,0,0,0,0
50000,2,2,2,2,0,1
80000,0,0,0,0,0,0
50000,0,0,0,0,0,0
50000,0,0,0,0,0,0
440000,0,0,0,0,0,0
220000,0,0,0,0,0,0
70000,0,0,0,-1,0,0
240000,-2,-2,-2,-2,-2,0
360000,0,0,0,0,0,0
360000,-2,-2,-2,-2,-2,0
80000,-2,-1,2,0,0,0
30000,1,2,2,2,0,1
160000,1,2,2,0,0,1
150000,2,0,0,0,0,1
100000,0,0,0,0,0,0
70000,1,2,8,7,6,0
300000,0,0,0,0,0,0
90000,2,2,2,2,2,1
800000,-2,-2,-2,-1,-1,0
360000,-1,0,0,0,0,0
90000,1,2,0,0,2,1
300000,0,0,0,0,0,1
30000,1,2,0,0,0,1
50000,0,0,0,0,0,0
110000,2,0,0,3,2,1
80000,0,0,0,0,0,0
140000,0,0,2,2,0,0
50000,0,0,0,0,0,0
20000,0,0,0,2,0,0
50000,0,0,0,0,0,0
50000,1,-2,-2,-2,-2,0
130000,3,2,2,2,3,1
90000,0,0,2,0,0,0
30000,-2,-2,-2,-2,-2,0
50000,0,0,0,0,0,1
170000,-2,-2,-2,-2,-2,0
290000,2,0,0,0,0,1
20000,0,0,0,0,0,0
180000,2,2,2,0,0,1
360000,1,-2,-2,-2,-2,0
20000,0,0,0,0,0,0
140000,0,0,0,0,0,0
90000,0,0,0,0,0,0
120000,0,0,0,0,0,0
160000,-1,-1,-1,-1,-1,0
280000,2,2,2,2,2,1
500000,-1,-1,-1,-1,-2,0
100000,2,0,0,0,-1,1
160000,0,0,0,0,0,0
20000,0,0,0,0,0,0
400000,2,2,2,2,2,0
30000,2,4,4,3,2,0
50000,-1,0,-1,-1,0,0
70000,1,2,0,0,0,0
110000,1,2,0,0,2,0
50000,0,0,0,0,0,0
170000,-1,-1,-1,-1,-1,0
30000,0,0,0,0,0,0
50000,0,0,0,-1,-1,0
50000,-1,2,2,-2,-2,1
90000,1,-2,-2,-2,-2,1
110000,0,0,2,0,0,0
240000,0,0,0,0,0,0
360000,-2,-2,-2,-2,-2,0
290000,0,0,0,0,0,0
180000,-1,-1,-1,-2,-2,0
180000,0,0,0,0,0,0
50000,0,0,0,0,0,0
500000,-2,-2,-1,-1,-1,0
50000,0,0,2,2,0,1
50000,5,4,3,2,0,0
400000,-1,-1,-1,-1,0,0
240000,0,0,0,0,0,0
150000,0,0,-1,-1,0,0
50000,3,2,2,2,2,1
150000,1,-1,-1,-1,-1,0
50000,0,0,2,0,0,1
360000,-1,-1,-1,-1,-1,0
100000,2,2,2,2,0,1
30000,2,2,0,0,0,0
260000,-2,-2,-2,-2,-2,0
140000,0,0,0,0,0,0
30000,-1,-1,-1,-1,-1,0
60000,2,2,2,2,2,1
10000,1,2,2,2,0,0
110000,2,2,2,2,2,1
40000,0,0,2,0,2,1
50000,2,0,0,0,0,1
50000,0,0,0,0,0,0
350000,0,0,0,0,0,1
450000,0,0,0,0,0,0
50000,0,0,0,0,0,0
170000,0,0,0,0,0,0
100000,1,2,0,0,0,0
140000,0,0,0,0,0,0
250000,1,-1,2,2,-1,0
130000,1,-2,-2,-2,-2,0
130000,2,2,2,-1,-2,0
360000,-2,-2,-2,-2,-2,1
270000,-1,0,-1,-1,-2,0
